finch,mouse
ENDOD1,ENDOD1
LRRTM2,LRRTM2
ATXN1L,ATXN1L
MAP1LC3C,MAP1LC3C
LRATD2,FAM84B
CWC15,CWC15
NAPRT,NAPRT
NEK1,NEK1
MSX2,MSX2
IGFBP1,IGFBP1
TMEM245,TMEM245
EXO1,EXO1
AP1G1,AP1G1
IGFBP3,IGFBP3
SH3RF1,SH3RF1
EBAG9,EBAG9
KCTD3,SHKBP1
SYBU,SYBU
PHLPP2,PHLPP2
WDR64,WDR64
SLC7A11,SLC7A11
FRRS1L,FRRS1L
TNS3,TNS3
SRA1,SRA1
GIN1,GIN1
AMOTL1,AMOTL1
NHLRC1,NHLRC1
SF3B6,SF3B6
NOCT,NOCT
RNF166,RNF166
ANKRD49,ANKRD49
PAM,PAM
RNF139,RNF139
PTPN3,PTPN3
TAFA5,FAM19A5
MRE11,MRE11
NUDT12,NUDT12
MOCOS,MOCOS
PANX1,PANX1
KIAA0513,KIAA0513
TRPS1,TRPS1
AGTPBP1,AGTPBP1
CCDC6,CCDC6
TSTA3,TSTA3
HBEGF,HBEGF
TP53I3,TP53I3
NAA35,NAA35
TMEM254,TMEM254
NDUFB9,NDUFB9
VSTM5,VSTM5
PFDN1,PFDN1
GOLM1,GOLM1
ETFDH,ETFDH
MED17,MED17
HSD17B3,HSD17B3
GPN1,GPN1
C1H11orf54,C11orf54
GREM2,GREM2
PPID,PPID
MTSS1,MTSS1
ZNF512,ZNF512
CYSTM1,CYSTM1
SQLE,SQLE
ZNF367,ZNF367
ADAT1,ADAT1
PRR7,PRR7
HABP4,HABP4
FMN2,FMN2
FAM135B,FAM135B
NSMCE2,NSMCE2
DBN1,DBN1
TRIB1,TRIB1
PLAC9,PLAC9
OPA3,OPA3
FNIP2,FNIP2
IFT172,IFT172
ZBED4,ZBED4
COL22A1,COL22A1
LVRN,LVRN
LRRC2,LRRC2
ANXA11,ANXA11
SMCO4,SMCO4
PPM1G,PPM1G
CHRM3,CHRM3
TRAPPC9,TRAPPC9
FAM149B1,FAM149B1
ALG12,ALG12
TMEM65,TMEM65
ACP6,ACP6
DEUP1,DEUP1
LIPG,LIPG
DNAJC9,DNAJC9
PMAIP1,PMAIP1
UTP23,UTP23
IGSF3,IGSF3
CHRAC1,CHRAC1
RAD21,RAD21
CRELD2,CRELD2
TFAM,TFAM
SUPT5H,SUPT5H
PIK3CG,PIK3CG
NXNL2,NXNL2
TMEM214,TMEM214
KCTD15,KCTD15
HBP1,HBP1
MED30,MED30
PAF1,PAF1
EED,EED
SLU7,SLU7
DARS1,DARS
CAD,CAD
CXCR4,CXCR4
HIKESHI,HIKESHI
HTRA3,HTRA3
MTR,MTR
RPLP1,RPLP1
SETD7,SETD7
COG5,COG5
ERGIC1,ERGIC1
CISD1,CISD1
ATG12,ATG12
JPH3,JPH3
HEATR1,HEATR1
CDKL2,CDKL2
SHC3,SHC3
BOD1L1,BOD1L1
IPMK,IPMK
MAML3,MAML3
LGALS8,LGALS8
CREBZF,CREBZF
SECISBP2,SECISBP2
PTK2,PTK2
SAMD12,SAMD12
TMEM128,TMEM128
DCTN3,DCTN3
MRPS12,MRPS12
LYAR,LYAR
NFKBIB,NFKBIB
PREB,PREB
ZBTB49,ZBTB49
LSM14A,LSM14A
EDARADD,EDARADD
FH,FH
ADGRA3,ADGRA3
FABP6,FABP6
SIRT2,SIRT2
SLC5A6,SLC5A6
PCDH15,PCDH15
NXPH2,NXPH2
DUS4L,DUS4L
TNFRSF11B,TNFRSF11B
ECH1,ECH1
PCDH18,PCDH18
KLHDC4,KLHDC4
DTWD2,DTWD2
DENND3,DENND3
STX18,STX18
RUSC2,RUSC2
SIRT1,SIRT1
SLC45A4,SLC45A4
SLC26A4,SLC26A4
CREBRF,CREBRF
DNAJC12,DNAJC12
COLEC10,COLEC10
PWWP2A,PWWP2A
MAL2,MAL2
CBLL1,CBLL1
HSD17B4,HSD17B4
MPV17,MPV17
GPR137B,GPR137B
ACOX3,ACOX3
TTC1,TTC1
TRIM54,TRIM54
BNIP1,BNIP1
LRRTM3,LRRTM3
GPR20,GPR20
DNAJC5G,DNAJC5G
RNF150,RNF150
DLD,DLD
NID1,NID1
EIF3K,EIF3K
SS18L2,SS18L2
ZNF330,ZNF330
SYK,SYK
ZFAT,ZFAT
STC2,STC2
TESK1,TESK1
ERGIC2,ERGIC2
GTF3C2,GTF3C2
LYST,LYST
REEP3,REEP3
LRRK2,LRRK2
IL15,IL15
TAF2,TAF2
DSCC1,DSCC1
PHTF2,PHTF2
RAB28,RAB28
ARHGAP15,ARHGAP15
CDO1,CDO1
INPP4B,INPP4B
ASXL2,ASXL2
GPI,GPI
TMEM60,TMEM60
RSBN1L,RSBN1L
BANP,BANP
JMJD1C,JMJD1C
COL14A1,COL14A1
GTDC1,GTDC1
B3GALNT2,B3GALNT2
DOK3,DOK3
ZNF518B,ZNF518B
DDX41,DDX41
ROR2,ROR2
TBCE,TBCE
NRBF2,NRBF2
MRPL13,MRPL13
SPTLC1,SPTLC1
GGPS1,GGPS1
FAM193B,FAM193B
DNMT3A,DNMT3A
ZNF365,ZNF365
MTBP,MTBP
ARID4B,ARID4B
SNTB1,SNTB1
ORC4,ORC4
ARID5B,ARID5B
IL11RA,IL11RA
TOMM20,TOMM20
ZFPM1,ZFPM1
PRELID1,PRELID1
MBD5,MBD5
FGL2,FGL2
TAF5L,TAF5L
FAM185A,FAM185A
XPA,XPA
CRIM1,CRIM1
WDR1,WDR1
PIK3C3,PIK3C3
HADHA,HADHA
ABCB10,ABCB10
EPC2,EPC2
CIDEC,CIDEC
TMEM26,TMEM26
RAB24,RAB24
HADHB,HADHB
TMEM8B,TMEM8B
NSD1,NSD1
DNAJC2,DNAJC2
TAF1C,TAF1C
LYPD6B,LYPD6B
LYPD6,LYPD6
NCBP1,NCBP1
LYRM7,LYRM7
URB2,URB2
LRRC17,LRRC17
ZHX2,ZHX2
TSTD2,TSTD2
AFAP1,AFAP1
MMADHC,MMADHC
DERL1,DERL1
SLC25A46,SLC25A46
XPO5,XPO5
IL17C,IL17C
TBC1D31,TBC1D31
TDRD7,TDRD7
LOC110468832,CYBA
PSMC2,PSMC2
MVD,MVD
GALNT2,GALNT2
ABLIM2,ABLIM2
NDUFA12,NDUFA12
MSMP,MSMP
NAPEPLD,NAPEPLD
DGKQ,DGKQ
RRAD,RRAD
DDX47,DDX47
SLC26A5,SLC26A5
JARID2,JARID2
ANK3,ANK3
MAT2B,MAT2B
RBM43,RBM43
POLR1C,POLR1C
RGP1,RGP1
DTNBP1,DTNBP1
UBXN2A,UBXN2A
NUDCD2,NUDCD2
EDN1,EDN1
YIPF3,YIPF3
RELN,RELN
PRR16,PRR16
CCDC149,CCDC149
HMMR,HMMR
LRRC73,LRRC73
CCNG1,CCNG1
DAPK1,DAPK1
PDP2,PDP2
ST3GAL1,ST3GAL1
TJAP1,TJAP1
DIPK2B,CXorf36
PAK1IP1,PAK1IP1
TNFAIP6,TNFAIP6
NDUFA6,NDUFA6
YIPF4,YIPF4
XPR1,XPR1
SMDT1,SMDT1
N6AMT1,N6AMT1
SOD3,SOD3
RIF1,RIF1
ORC5,ORC5
ST8SIA5,ST8SIA5
NAGA,NAGA
LTN1,LTN1
SELENOI,SELENOI
RWDD2B,RWDD2B
DHX15,DHX15
PTK2B,PTK2B
USP16,USP16
LOC110473721,TBC1D7
PPARGC1A,PPARGC1A
CTIF,CTIF
ELF2,ELF2
EPB41L4A,EPB41L4A
CCDC59,CCDC59
ZBTB7C,ZBTB7C
ZNF346,ZNF346
RGS7BP,RGS7BP
GLT8D2,GLT8D2
CCT8,CCT8
CDC42EP3,CDC42EP3
SLC2A9,SLC2A9
C1AH12orf73,C12orf73
IRF2BP2,IRF2BP2
STMP1,C7orf73
CNOT4,CNOT4
AHCTF1,AHCTF1
FAM13C,FAM13C
OTOP1,OTOP1
EPHX2,EPHX2
PHACTR1,PHACTR1
GLIS3,GLIS3
NTRK2,NTRK2
IQSEC3,IQSEC3
IFNAR2,IFNAR2
SEPSECS,SEPSECS
SNCB,SNCB
STRA8,STRA8
LGI2,LGI2
CDHR2,CDHR2
DSP,DSP
RINT1,RINT1
EFCAB10,EFCAB10
SCCPDH,SCCPDH
RIOK1,RIOK1
SCARA5,SCARA5
FAF2,FAF2
ATXN7L1,ATXN7L1
PAH,PAH
BICC1,BICC1
LOC110474927,OLIG2
CLTB,CLTB
WDR41,WDR41
HSPA9,HSPA9
RAB4A,RAB4A
EFNA5,EFNA5
CCSER2,CCSER2
SSR1,SSR1
HUNK,HUNK
MIS18A,MIS18A
HSP90B1,HSP90B1
TCF20,TCF20
DENND1B,DENND1B
WDR36,WDR36
ETF1,ETF1
PACRGL,PACRGL
NUP133,NUP133
WAPL,WAPL
CNST,CNST
OPN4,OPN4
RREB1,RREB1
ASPM,ASPM
PIGM,PIGM
CLU,CLU
CMTM4,CMTM4
MAST4,MAST4
PRPF40A,PRPF40A
FANCC,FANCC
MRPL42,MRPL42
GRP,GRP
PICK1,PICK1
COP1,RFWD2
EVA1C,EVA1C
SOX10,SOX10
GAS8,GAS8
CACNA2D1,CACNA2D1
CD180,CD180
SLC35B3,SLC35B3
POLR2F,POLR2F
ASTN1,ASTN1
SOCS2,SOCS2
HGF,HGF
TXNDC5,TXNDC5
C1AH22orf23,C22orf23
LOC110477397,DRC1
AGGF1,AGGF1
SEMA3C,SEMA3C
SLC7A5,SLC7A5
ACAA2,ACAA2
FGFBP2,FGFBP2
TRIM35,TRIM35
MRPL17,MRPL17
LOC110484008,CD38
GABRP,GABRP
PLXNC1,PLXNC1
STMN4,STMN4
GPD2,GPD2
SYNJ1,SYNJ1
MICALL1,MICALL1
LOC110484039,BST1
POMC,POMC
CEP83,CEP83
FBXL5,FBXL5
CYTIP,CYTIP
SLC25A3,SLC25A3
EIF3L,EIF3L
SHLD2,FAM35A
F2R,F2RL1
HIVEP1,HIVEP1
NUF2,NUF2
LOC110469329,IKBIP
APAF1,APAF1
FAM169A,FAM169A
ADTRP,ADTRP
LOC110484036,CC2D2A
FAM219A,FAM219A
MCM3AP,MCM3AP
CENPM,CENPM
MGST3,MGST3
C1AH12orf75,C12orf75
SIGMAR1,SIGMAR1
STIM2,STIM2
POFUT2,POFUT2
MTPN,MTPN
LOC110475698,KCNMB1
NEDD9,NEDD9
DNAJC27,DNAJC27
SREBF2,SREBF2
UCK2,UCK2
ADAMTS5,ADAMTS5
NSA2,NSA2
SH3BP4,SH3BP4
TBC1D19,TBC1D19
GFM2,GFM2
AMN1,AMN1
LCP2,LCP2
KLHL20,KLHL20
SF3B1,SF3B1
NCOA4,NCOA4
SLC30A5,SLC30A5
CENPL,CENPL
LOC110483077,MEI1
MRPL39,MRPL39
KPTN,KPTN
GCAT,GCAT
PARG,PARG
F2RL2,F2RL2
CCDC148,CCDC148
XRCC6,XRCC6
DARS2,DARS2
PTRHD1,PTRHD1
CENPH,CENPH
GALT,GALT
AP2S1,AP2S1
SPDL1,SPDL1
LAMB4,LAMB4
DESI1,DESI1
MRPS36,MRPS36
RBPJ,RBPJ
JAM2,JAM2
CHAT,CHAT
RGS16,RGS16
CDC14B,CDC14B
RGR,RGR
ACBD6,ACBD6
PNOC,PNOC
SMIM20,SMIM20
LRIT1,LRIT1
ATP5PF,ATP5J
CSDC2,CSDC2
SEL1L3,SEL1L3
LRIT2,LRIT2
QSOX1,QSOX1
SLC39A10,SLC39A10
FBXO43,FBXO43
CD83,CD83
ELP3,ELP3
GABPA,GABPA
GNPAT,GNPAT
CCL19,CCL19
POLR3H,POLR3H
SPAG1,SPAG1
LY86,LY86
CEP170,CEP170
PHF24,PHF24
SLC34A2,SLC34A2
STK17B,STK17B
BAALC,BAALC
TTC26,TTC26
APP,APP
TANC1,TANC1
LOC110478952,TOR1AIP2
CDHR1,CDHR1
UBN2,UBN2
DYM,DYM
F13A1,F13A1
FMC1,FMC1
GHITM,GHITM
TDRD5,TDRD5
LOC110471003,CDK7
FZD6,FZD6
ZCCHC4,ZCCHC4
RIPK4,RIPK4
WDSUB1,WDSUB1
SH2D4B,SH2D4B
PRDM15,PRDM15
LOC110480679,FZD3
EXTL3,EXTL3
MTERF2,MTERF2
GTF3C3,GTF3C3
ZMAT2,ZMAT2
LCORL,LCORL
POLDIP3,POLDIP3
ANKDD1B,ANKDD1B
INTS9,INTS9
BAZ2B,BAZ2B
RRP7A,RRP7A
EXOSC3,EXOSC3
NCAPG,NCAPG
FARS2,FARS2
POLK,POLK
RIC8B,RIC8B
ZBTB21,ZBTB21
MED28,MED28
CERT1,COL4A3BP
NARS1,NARS
MARCHF7,MARCH7
ANKRD44,ANKRD44
MED18,MED18
C2CD2,C2CD2
NAA20,NAA20
HEBP1,HEBP1
RFX4,RFX4
LAP3,LAP3
SOAT1,SOAT1
CLRN2,CLRN2
ANGPT1,ANGPT1
FECH,FECH
UMODL1,UMODL1
TMEM64,TMEM64
LYRM4,LYRM4
QDPR,QDPR
NECAB1,NECAB1
POLR3B,POLR3B
FAM234B,FAM234B
HMBOX1,HMBOX1
HMGCR,HMGCR
DROSHA,DROSHA
FAM180A,FAM180A
GSG1,GSG1
SLC13A4,SLC13A4
TOR3A,TOR3A
ASCL1,ASCL1
PIP4P2,TMEM55A
MYLIP,MYLIP
TMTC2,TMTC2
PKP2,PKP2
RASGEF1A,RASGEF1A
EMP1,EMP1
CSGALNACT2,CSGALNACT2
USP40,USP40
MRPS14,MRPS14
TAPT1,TAPT1
CACYBP,CACYBP
ATXN1,ATXN1
GCNT4,GCNT4
MSRA,MSRA
DNM1L,DNM1L
RET,RET
CDC37L1,CDC37L1
MSX1,MSX1
DUSP19,DUSP19
AK3,AK3
ATF7IP,ATF7IP
BMS1,BMS1
SLC18A3,SLC18A3
SLC26A7,SLC26A7
RSPO2,RSPO2
RSPH1,RSPH1
FAM20B,FAM20B
LRRIQ1,LRRIQ1
CZH18orf32,C18orf32
CYTL1,CYTL1
NUP153,NUP153
XKR6,XKR6
RCL1,RCL1
PLBD1,PLBD1
ALX1,ALX1
CDYL,CDYL
FRZB,FRZB
EVC2,EVC2
ANGPTL1,ANGPTL1
WDR4,WDR4
FAM199X,FAM199X
LONRF3,LONRF3
EVC,EVC
LOC110480450,COMMD5
ECI2,ECI2
SPIC,SPIC
VPS13B,VPS13B
RASSF9,RASSF9
PARPBP,PARPBP
GUCY2C,GUCY2C
PMCH,PMCH
PKNOX1,PKNOX1
PXDC1,PXDC1
RGS22,RGS22
SLC22A23,SLC22A23
KANK1,KANK1
NTS,NTS
RNF19A,RNF19A
NUP37,NUP37
FDFT1,FDFT1
PSMG4,PSMG4
VMA21,VMA21
SEC16B,SEC16B
C1AH12orf29,C12orf29
PUM3,PUM3
CTSB,CTSB
RC3H1,RC3H1
SERPINC1,SERPINC1
BPHL,BPHL
CEP290,CEP290
ZBTB37,ZBTB37
WFS1,WFS1
RIPK1,RIPK1
RNF180,RNF180
KATNAL2,KATNAL2
ACADL,ACADL
LOC110477455,UQCRB
DRAM1,DRAM1
DMRT3,DMRT1
FUNDC1,FUNDC1
CD99L2,CD99L2
MTERF3,MTERF3
LAMC1,LAMC1
PTDSS1,PTDSS1
CRHBP,CRHBP
KITLG,KITLG
GNPTAB,GNPTAB
KIAA1328,KIAA1328
SYCP3,SYCP3
TPGS2,TPGS2
EFHC2,EFHC2
NMNAT2,NMNAT2
NDP,NDP
SDC2,SDC2
HDAC3,HDAC3
UHRF1BP1L,UHRF1BP1L
LOC110471231,DMRT2
ACTR6,ACTR6
CPQ,CPQ
SMG7,SMG7
MYL1,MYL1
EXOC2,EXOC2
SERINC5,SERINC5
SCYL2,SCYL2
FCHSD1,FCHSD1
LANCL1,LANCL1
KIAA0232,KIAA0232
LAPTM4B,LAPTM4B
MYBPC1,MYBPC1
ARAP3,ARAP3
PTCD2,PTCD2
CMAS,CMAS
MAP3K7CL,MAP3K7CL
WRNIP1,WRNIP1
APPL2,APPL2
TSEN15,TSEN15
MAMLD1,MAMLD1
BACH1,BACH1
TADA2B,TADA2B
PCDH12,PCDH12
LOC110472997,CECR2
GRPEL1,GRPEL1
C8H1orf21,C1orf21
FBXO38,FBXO38
MRPS27,MRPS27
RPL30,RPL30
SORCS2,SORCS2
ALDH1L2,ALDH1L2
C1AH12orf45,C12orf45
RIDA,RIDA
UTP20,UTP20
SLCO1A2,SLCO1A2
TMCO6,TMCO6
EDEM3,EDEM3
NIPAL2,NIPAL2
NDUFA2,NDUFA2
PDE3A,PDE3A
ZFC3H1,ZFC3H1
TIAM1,TIAM1
IK,IK
SPRY3,SPRY3
WDR55,WDR55
NIBAN1,FAM129A
FGD6,FGD6
AFAP1L1,AFAP1L1
SOD1,SOD1
UTP15,UTP15
ZNF706,ZNF706
PCYOX1L,PCYOX1L
GRHL2,GRHL2
ANKRA2,ANKRA2
VEZT,VEZT
IL17RA,IL17RA
SERPINB5,SERPINB5
GRPEL2,GRPEL2
METAP2,METAP2
SCAF4,SCAF4
KDSR,KDSR
VLDLR,VLDLR
KCNMB4,KCNMB4
BCL2,BCL2
UBAP1,UBAP1
SPAG16,SPAG16
NRG2,NRG2
NFYB,NFYB
ADA2,CECR1
SNRPF,SNRPF
CCT2,CCT2
AMDHD1,AMDHD1
U2AF1,U2AF1
RIOK2,RIOK2
HAL,HAL
VWC2L,VWC2L
PHF21B,PHF21B
PHLPP1,PHLPP1
LTA4H,LTA4H
KIF24,KIF24
NUDT2,NUDT2
CXXC5,CXXC5
MCAT,MCAT
HSF2BP,HSF2BP
MEGF10,MEGF10
BARD1,BARD1
ELK3,ELK3
TSPO,TSPO
ST8SIA4,ST8SIA4
CKAP4,CKAP4
SLC1A1,SLC1A1
TTLL12,TTLL12
THAP1,THAP1
ABCA12,ABCA12
PDXK,PDXK
CPSF6,CPSF6
ZCCHC2,ZCCHC2
ATIC,ATIC
STING1,TMEM173
RNF170,RNF170
IPO11,IPO11
TNFRSF11A,TNFRSF11A
NEDD1,NEDD1
LYZ,LYZ
FN1,FN1
CSNK1A1,CSNK1A1
RELCH,KIAA1468
TSPAN8,TSPAN8
MREG,MREG
ZNF366,ZNF366
HENMT1,HENMT1
HOOK3,HOOK3
WDR91,WDR91
N4BP3,N4BP3
PRPF38B,PRPF38B
TMEM174,TMEM174
UBR5,UBR5
RNF165,RNF165
KLF10,KLF10
SINHCAF,FAM60A
AZIN1,AZIN1
RGS14,RGS14
STXBP3,STXBP3
DNAJC28,DNAJC28
PIGN,PIGN
SLC34A1,SLC34A1
HAUS1,HAUS1
MGP,MGP
TMEM171,TMEM171
HELB,HELB
UBE2F,UBE2F
DONSON,DONSON
TMTC1,TMTC1
CLCC1,CLCC1
PSTPIP2,PSTPIP2
WDR47,WDR47
TAL2,TAL2
RBM12B,RBM12B
EPG5,EPG5
RNF152,RNF152
CRYZL1,CRYZL1
MC4R,MC4R
ARFGAP3,ARFGAP3
SETBP1,SETBP1
MYRFL,MYRFL
CWC27,CWC27
SYT4,SYT4
PDP1,PDP1
CDH17,CDH17
CNOT2,CNOT2
DDX59,DDX59
KIF20A,KIF20A
CAST,CAST
CENPK,CENPK
RXYLT1,TMEM5
KIF14,KIF14
PPWD1,PPWD1
RAB17,RAB17
LOC110477854,SLCO4C1
PTPRQ,PTPRQ
PCSK1,PCSK1
TRIM14,TRIM14
CCDC77,CCDC77
TRIM23,TRIM23
NANS,NANS
B4GALNT3,B4GALNT3
FBLN1,FBLN1
MCTS1,MCTS1
NINJ2,NINJ2
LOC110484177,CA9
TRAPPC13,TRAPPC13
ADRB2,ADRB2
LOC110477965,POLR1D
DPY19L4,DPY19L4
MLPH,MLPH
SGTB,SGTB
ATXN10,ATXN10
RFX6,RFX6
ARHGEF39,ARHGEF39
ACSS3,ACSS3
WNK1,WNK1
BCL2L13,BCL2L13
PTPRC,PTPRC
PIGG,PIGG
STK10,STK10
ROS1,ROS1
WIF1,WIF1
INTS8,INTS8
RAD52,RAD52
ATP6V1G3,ATP6V1G3
VGLL2,VGLL2
RPS19BP1,RPS19BP1
SH3PXD2B,SH3PXD2B
ERBIN,ERBIN
NEURL1B,NEURL1B
VAMP7,VAMP7
ATF4,ATF4
BID,BID
HACE1,HACE1
MIEF1,MIEF1
C7,C7
CCNE2,CCNE2
LOC110467785,F13B
LAMP2,LAMP2
TENT2,PAPD4
FST,FST
SOBP,SOBP
COPS8,COPS8
IQCA1,IQCA1
PDSS2,PDSS2
C6,C6
RADX,CXorf57
GBX2,GBX2
PLCXD3,PLCXD3
TP53INP1,TP53INP1
MGAT3,MGAT3
BEND3,BEND3
FAM174A,FAM174A
JMY,JMY
TAB1,TAB1
PCGF3,PCGF3
SYNGR1,SYNGR1
MTRES1,C6orf203
PHAX,PHAX
NDUFS4,NDUFS4
NDUFAF6,NDUFAF6
CDC73,CDC73
MBLAC2,MBLAC2
PEX26,PEX26
DMGDH,DMGDH
NUP107,NUP107
LHFPL2,LHFPL2
PDGFB,PDGFB
PRRC1,PRRC1
MRPS6,MRPS6
DSE,DSE
SLC35E3,SLC35E3
SCAMP1,SCAMP1
ERCC8,ERCC8
NBN,NBN
RO60,TROVE2
MDM2,MDM2
NDUFAF2,NDUFAF2
NT5DC1,NT5DC1
UCHL5,UCHL5
DNAL4,DNAL4
PTPRO,PTPRO
SMIM15,SMIM15
CPM,CPM
TBC1D8B,TBC1D8B
SPP2,SPP2
PPP1R8,PPP1R8
RGS2,RGS2
COL10A1,COL10A1
ACO2,ACO2
IL7R,IL7R
MGST1,MGST1
RAB21,RAB21
TOB2,TOB2
RGS4,RGS4
CAPSL,CAPSL
GTPBP1,GTPBP1
ATP1B4,ATP1B4
PLEKHF2,PLEKHF2
SMPDL3B,SMPDL3B
PHF5A,PHF5A
JOSD1,JOSD1
NEMP2,NEMP2
ITGA2,ITGA2
TOMM22,TOMM22
TEF,TEF
C2H8orf37,C8orf37
CBY1,CBY1
TBCA,TBCA
ZC3H7B,ZC3H7B
MFSD6,MFSD6
DMC1,DMC1
NUP155,NUP155
EYA3,EYA3
RHOBTB3,RHOBTB3
DECR1,DECR1
LOC110478940,RGS18
RANGAP1,RANGAP1
ZBTB33,ZBTB33
RGS5,RGS5
ARRDC3,ARRDC3
CHADL,CHADL
C7H2orf88,C2orf88
TGFBI,TGFBI
L3MBTL2,L3MBTL2
HDHD2,HDHD2
TRHDE,TRHDE
CALB1,CALB1
NSDHL,NSDHL
WDR70,WDR70
A4GALT,A4GALT
CTHRC1,CTHRC1
HTATIP2,HTATIP2
LOC110471225,CD274
PTAFR,PTAFR
SLC25A32,SLC25A32
GDNF,GDNF
DCAF13,DCAF13
PMS1,PMS1
RIC1,RIC1
MFAP3,MFAP3
CAPS2,CAPS2
FAM114A2,FAM114A2
RGMB,RGMB
ERMP1,ERMP1
XPNPEP3,XPNPEP3
EGFLAM,EGFLAM
SNRNP40,SNRNP40
MLANA,MLANA
SETD4,SETD4
IL6ST,IL6ST
ZCCHC17,ZCCHC17
NDUFA1,NDUFA1
UPF3B,UPF3B
GJA1,GJA1
ASNSD1,ASNSD1
CLINT1,CLINT1
KIAA2026,KIAA2026
DERA,DERA
OLFML2B,OLFML2B
TBC1D32,TBC1D32
ANKRD55,ANKRD55
SLC25A17,SLC25A17
UIMC1,UIMC1
LSM11,LSM11
GLDC,GLDC
SLC49A3,MFSD7
KRR1,KRR1
NKRF,NKRF
HSD17B7,HSD17B7
HTR1A,HTR1A
ARNTL2,ARNTL2
MFSD9,MFSD9
UAP1,UAP1
SLC40A1,SLC40A1
PLA2G6,PLA2G6
QRSL1,QRSL1
SCMH1,SCMH1
SLC15A5,SLC15A5
UHMK1,UHMK1
BAIAP2L2,BAIAP2L2
MAP3K1,MAP3K1
SLC25A43,SLC25A43
LRP12,LRP12
XPOT,XPOT
MRTFA,MKL1
FKTN,FKTN
RTN4IP1,RTN4IP1
NCOA5,NCOA5
CHAF1B,CHAF1B
SGSM3,SGSM3
LYSMD3,LYSMD3
CXCL14,CXCL14
GPN2,GPN2
TBK1,TBK1
GPATCH3,GPATCH3
ADSL,ADSL
POLR3G,POLR3G
LOC110469058,SIM2
ZFPM2,ZFPM2
HLCS,HLCS
ANKRD10,ANKRD10
RFESD,RFESD
CD40,CD40
ARSK,ARSK
PCBD2,PCBD2
PPFIBP1,PPFIBP1
RASSF3,RASSF3
TTC37,TTC37
TXNDC15,TXNDC15
TTC3,TTC3
GNS,GNS
TBXAS1,TBXAS1
FAM83F,FAM83F
NUDC,NUDC
VPS26C,DSCR3
SLC9A8,SLC9A8
LOC110479878,TBC1D30
C13H5orf24,C5orf24
CLTA,CLTA
DDX46,DDX46
KDF1,KDF1
SLC45A2,SLC45A2
ABRA,ABRA
MRPS9,MRPS9
CAMLG,CAMLG
AMACR,AMACR
AFF2,AFF2
KIAA1549,KIAA1549
SLC7A13,SLC7A13
SH2D1A,SH2D1A
RAI14,RAI14
SF3A3,SF3A3
TGFBRAP1,TGFBRAP1
C1H2orf49,C2orf49
GNE,GNE
CITED4,CITED4
RTF2,RTFDC1
LRRCC1,LRRCC1
MON2,MON2
RAD1,RAD1
SULT4A1,SULT4A1
TRIM24,TRIM24
E2F5,E2F5
PPM1H,PPM1H
BRIX1,BRIX1
STX12,STX12
PTPRB,PTPRB
FAM210B,FAM210B
DNAJC21,DNAJC21
INPP5B,INPP5B
MTF1,MTF1
POC1B,POC1B
YRDC,YRDC
SAMM50,SAMM50
FRS2,FRS2
SEC22B,SEC22B
RNF14,RNF14
TM9SF4,TM9SF4
AKR1D1,AKR1D1
TUBGCP3,TUBGCP3
AGXT2,AGXT2
PLAGL2,PLAGL2
TFPI,TFPI
THOC2,THOC2
ARSB,ARSB
POFUT1,POFUT1
NMU,NMU
MYO16,MYO16
RSPO1,RSPO1
LOC110471224,PDCD1LG2
GAK,GAK
KIT,KIT
PREP,PREP
IRS2,IRS2
NOTCH2,NOTCH2
PARVG,PARVG
LOC110477417,CA2
SLC37A3,SLC37A3
LOC110482369,LIFR
LUM,LUM
PPP1R12A,PPP1R12A
SH3BGRL3,SH3BGRL3
POPDC3,POPDC3
RAB19,RAB19
LIN28B,LIN28B
LOC110482633,OSMR
DCN,DCN
ETS2,ETS2
ASXL1,ASXL1
NDFIP1,NDFIP1
FAM171B,FAM171B
AMER1,AMER1
RICTOR,RICTOR
RPS16,RPS16
PRR5,PRR5
HS3ST5,HS3ST5
OTOGL,OTOGL
CEP85,CEP85
CNKSR1,CNKSR1
SPRY4,SPRY4
RMDN1,RMDN1
PSMG1,PSMG1
PLEKHG7,PLEKHG7
ZNF593,ZNF593
PHGDH,PHGDH
PGRMC1,PGRMC1
ITGAV,ITGAV
SLC16A2,SLC16A2
ADCK2,ADCK2
MATN1,MATN1
CHAMP1,CHAMP1
MARCKS,MARCKS
RPS14,RPS14
ZC3H15,ZC3H15
RLIM,RLIM
DAB2,DAB2
COMMD7,COMMD7
GET1,WRB
LAPTM5,LAPTM5
NDUFB2,NDUFB2
ZNF804A,ZNF804A
NEXMIF,KIAA2022
BPGM,BPGM
CORIN,CORIN
SDC3,SDC3
NPAS2,NPAS2
RPL37,RPL37
EEA1,EEA1
ATP5ME,ATP5I
CD74,CD74
LSS,LSS
LAMA4,LAMA4
ABCB7,ABCB7
CALD1,CALD1
BRAF,BRAF
DEPDC1B,DEPDC1B
RPL31,RPL31
ZDHHC17,ZDHHC17
RFC1,RFC1
TBC1D8,TBC1D8
UPRT,UPRT
B3GALT5,B3GALT5
ASB1,ASB1
FAM172A,FAM172A
KDR,KDR
RNF149,RNF149
MRPS33,MRPS33
LMBRD2,LMBRD2
CREG2,CREG2
ZDHHC15,ZDHHC15
RFX8,RFX8
PRDX6,PRDX6
SKP2,SKP2
E2F7,E2F7
IDUA,IDUA
PCP4,PCP4
TADA1,TADA1
