OMAid_1	RefSeq_1	gene_id	EntrezGene_1	SourceID_1	OMAid_2	RefSeq_2	Ensembl.Gene_2	EntrezGene_2	gene_name_ck	RelType	OmaGroup	gene_name_zf
TAEGU28772	NA	ENSTGUG00000009348	NA	ENSTGUG00000009348.2	CHICK37522	NP_001091083	NA	395940	DIO1	1:1	847695	DIO1
TAEGU28771	XP_030134603	ENSTGUG00000026820	101233333	ENSTGUG00000026820.1	CHICK37523	NP_001264542	NA	424654	HSPB11	1:1	1386658	IFT25
TAEGU28769	XP_002197957	ENSTGUG00000009351	100228944	ENSTGUG00000009351.2	CHICK37524	XP_040534069	NA	424655	LRRC42	1:1	1416701	LRRC42
TAEGU28768	NA	ENSTGUG00000027758	NA	ENSTGUG00000027758.1	CHICK37525	XP_015146685	NA	772294	LDLRAD1	1:1	NA	LDLRAD1
TAEGU28765	XP_002197997	ENSTGUG00000009366	100226097	ENSTGUG00000009366.2	CHICK37528	NP_001006541	NA	424656	TMEM59	1:1	1339424	TMEM59
TAEGU28764	NA	ENSTGUG00000009392	NA	ENSTGUG00000009392.2	CHICK37529	NP_001182523	NA	424657	TCEANC2	1:1	1375146	TCEANC2
TAEGU28762	XP_030134590	ENSTGUG00000009399	100224209	ENSTGUG00000009399.2	CHICK37533	XP_025008966	NA	424658	CDCP2	1:1	NA	CDCP2
TAEGU28759	XP_002194010	ENSTGUG00000009400	100221285	ENSTGUG00000009400.2	CHICK37540	XP_025008977	NA	112529965	LOC112529965	1:1	1007540	CYB5RL
TAEGU28758	XP_030134595	ENSTGUG00000009406	100218437	ENSTGUG00000009406.2	CHICK37541	NP_001074974	NA	772313	MRPL37	1:1	1359578	MRPL37
TAEGU28757	NA	ENSTGUG00000009420	NA	ENSTGUG00000009420.2	CHICK37551	XP_046778253	NA	395250	SSBP3	1:1	1068274	SSBP3
TAEGU28750	NA	ENSTGUG00000009445	NA	ENSTGUG00000009445.2	CHICK37559	XP_040534073	NA	429108	ACOT11	1:1	1331591	ACOT11
TAEGU28744	XP_030134583	ENSTGUG00000024068	100222148	ENSTGUG00000024068.1	CHICK37566	XP_040534078	NA	429109	TTC4	1:1	1026744	TTC4
TAEGU28743	XP_030134582	ENSTGUG00000009489	100219306	ENSTGUG00000009489.2	CHICK37567	NP_001264545	NA	424659	PARS2	1:1	1422642	PARS2
TAEGU28739	XP_030134574	ENSTGUG00000009490	100220338	ENSTGUG00000009490.2	CHICK37574	NP_001026459	NA	424661	DHCR24	1:1	1369107	DHCR24
TAEGU28737	XP_030134669	ENSTGUG00000019872	115496142	ENSTGUG00000019872.1	CHICK37575	XP_040534085	NA	424662	TMEM61	1:1	1051797	TMEM61
TAEGU28734	XP_030134573	ENSTGUG00000009507	100223154	ENSTGUG00000009507.2	CHICK37579	XP_025008804	NA	424664	PCSK9	1:1	1076623	PCSK9
TAEGU29362	NA	ENSTGUG00000009530	NA	ENSTGUG00000009530.2	CHICK37583	XP_015146673	NA	424665	USP24	1:1	815716	USP24
TAEGU29341	XP_030134566	ENSTGUG00000009552	100227047	ENSTGUG00000009552.2	CHICK37585	NP_001123960	NA	424666	PLPP3	1:1	890381	PLPP3
TAEGU29338	XP_030134564	ENSTGUG00000009569	100224153	ENSTGUG00000009569.2	CHICK37586	NP_001034694	NA	429110	PRKAA2	1:1	1068389	PRKAA2
TAEGU29330	NA	ENSTGUG00000009595	NA	ENSTGUG00000009595.2	CHICK37591	XP_040534094	NA	424668	FYB2	1:1	818843	FYB2
TAEGU29321	XP_002194495	ENSTGUG00000009598	100225119	ENSTGUG00000009598.2	CHICK37593	XP_040533721	NA	429111	C8A	1:1	1383334	C8A
TAEGU29316	XP_030134831	ENSTGUG00000009617	100222207	ENSTGUG00000009617.2	CHICK37594	NP_001308472	NA	424669	C8B	1:1	1309474	C8B
TAEGU29297	XP_030134549	ENSTGUG00000009639	100232823	ENSTGUG00000009639.2	CHICK37628	XP_040560384	NA	374083	DAB1	1:1	348037	DAB1
TAEGU29291	XP_012430763	ENSTGUG00000009657	100228921	ENSTGUG00000009657.2	CHICK37637	XP_046800638	NA	424670	OMA1	1:1	NA	OMA1
TAEGU29287	XP_030134548	ENSTGUG00000009662	100223210	ENSTGUG00000009662.2	CHICK37640	NP_001264605	NA	772378	TACSTD2	1:1	1375445	TACSTD2
TAEGU29269	NA	ENSTGUG00000009663	NA	ENSTGUG00000009663.2	CHICK37644	NP_001012945	NA	424671	MYSM1	1:1	NA	MYSM1
TAEGU29241	XP_002198465	ENSTGUG00000009693	100229914	ENSTGUG00000009693.2	CHICK37647	NP_001026460	NA	424673	JUN	1:1	1402464	JUN
TAEGU29232	XP_032605717	ENSTGUG00000009695	100227097	ENSTGUG00000009695.2	CHICK37648	XP_015146650	NA	772383	FGGY	1:1	857859	FGGY
TAEGU29226	XP_002198508	ENSTGUG00000009700	100227108	ENSTGUG00000009700.2	CHICK37689	NP_001006542	NA	424675	HOOK1	1:1	1071428	HOOK1
TAEGU29200	XP_004174368	ENSTGUG00000009745	100221182	ENSTGUG00000009745.2	CHICK37713	XP_046778302	NA	396210	NFIA	1:1	348181	NFIA
TAEGU29175	XP_002198673	ENSTGUG00000009771	100218433	ENSTGUG00000009771.2	CHICK37759	XP_001235553	NA	775978	TM2D1	1:1	1304639	TM2D1
TAEGU29170	XP_030134420	ENSTGUG00000009783	100225056	ENSTGUG00000009783.2	CHICK37760	XP_004936909	NA	424682	PATJ	1:1	1073887	PATJ
TAEGU29159	XP_030134415	ENSTGUG00000009799	100218324	ENSTGUG00000009799.2	CHICK37779	NP_001026461	NA	424685	USP1	1:1	NA	USP1
TAEGU29141	XP_012430775	ENSTGUG00000009812	100226028	ENSTGUG00000009812.2	CHICK37781	XP_046779171	NA	424687	DOCK7	1:1	869357	DOCK7
TAEGU29156	XP_030134419	ENSTGUG00000009863	100230785	ENSTGUG00000009863.2	CHICK37789	NP_001128594	NA	100189558	ANGPTL3	1:1	1075537	ANGPTL3
TAEGU29118	XP_030134567	ENSTGUG00000009870	100227959	ENSTGUG00000009870.2	CHICK37790	XP_040534545	NA	424688	ATG4C	1:1	1317126	ATG4C
TAEGU29109	XP_002195006	ENSTGUG00000028147	100220265	ENSTGUG00000028147.1	CHICK37800	NP_990282	NA	395794	FOXD3	1:1	1345035	FOXD3
TAEGU29095	XP_030134445	ENSTGUG00000009888	100225071	ENSTGUG00000009888.2	CHICK37801	NP_989766	NA	395078	ALG6	1:1	849655	ALG6
TAEGU29057	XP_030135592	ENSTGUG00000018846	100222163	ENSTGUG00000018846.1	CHICK37813	XP_015146511	NA	424691	PGM1	1:1	1361071	PGM1
TAEGU28891	NP_001232331; XP_002187199	ENSTGUG00000020206	100190560	ENSTGUG00000020206.1	CHICK37907	XP_001234703	NA	772239	GNG12	1:1	NA	GNG12
TAEGU29596	XP_041573838	ENSTGUG00000024062	100218973	ENSTGUG00000024062.1	CHICK37953	NP_001191744	NA	100533998	FPGT	1:1	1311501	FPGT
TAEGU29595	NP_001191748	ENSTGUG00000010382	100229512	ENSTGUG00000010382.2	CHICK37956	XP_040560376	NA	100533999	TNNI3K	1:1	1071839	TNNI3K
TAEGU29584	NA	ENSTGUG00000010402	NA	ENSTGUG00000010402.2	CHICK37966	XP_025008671	NA	772289	CRYZ	1:1	NA	CRYZ
TAEGU29585	XP_030134871	ENSTGUG00000027800	101233321	ENSTGUG00000027800.1	CHICK37968	NP_001264564	NA	424720	TYW3	1:1	1388452	TYW3
TAEGU29580	NA	ENSTGUG00000010411	NA	ENSTGUG00000010411.2	CHICK37970	NP_001035556	NA	424721	LHX8	1:1	1077457	LHX8
TAEGU29573	XP_030134453	ENSTGUG00000010420	100220903	ENSTGUG00000010420.2	CHICK37972	XP_004936970	NA	429117	SLC44A5	1:1	NA	SLC44A5
TAEGU26571	XP_030132518	ENSTGUG00000010473	100222770	ENSTGUG00000010473.2	CHICK37983	XP_004936961	NA	424725	MSH4	1:1	1302938	MSH4
TAEGU06214	NA	ENSTGUG00000025774	NA	ENSTGUG00000025774.1	CHICK37987	XP_040560644	NA	424726	SGF29	1:1	1398250	SGF29
TAEGU29797	XP_030136265	ENSTGUG00000007040	100232019	ENSTGUG00000007040.2	CHICK38000	XP_015146814	NA	424731	ARMC8	1:1	1033973	ARMC8
TAEGU29799	XP_012430947	ENSTGUG00000007073	100229096	ENSTGUG00000007073.2	CHICK38009	NP_001026737	NA	429118	DBR1	1:1	915133	DBR1
TAEGU29805	XP_030136711	ENSTGUG00000007106	100223394	ENSTGUG00000007106.2	CHICK38016	XP_025009292	NA	429119	MSL2	1:1	1070217	MSL2
TAEGU29831	XP_030136710	ENSTGUG00000007109	100220499	ENSTGUG00000007109.2	CHICK38019	XP_025009294	NA	768706	PCCB	1:1	1388876	PCCB
TAEGU29884	XP_030136708	ENSTGUG00000007143	100217609	ENSTGUG00000007143.2	CHICK38026	XP_015146838	NA	424735	STAG1	1:1	1417871	STAG1
TAEGU29891	XP_002196939	ENSTGUG00000007226	100223464	ENSTGUG00000007226.2	CHICK38036	XP_046754306	NA	424738	SLC35G2	1:1	962513	SLC35G2
TAEGU29892	XP_032605860	ENSTGUG00000007227	100220567	ENSTGUG00000007227.2	CHICK38044	NP_001132935	NA	424739	SCLY	1:1	1351009	SCLY
TAEGU29943	XP_002197047	ENSTGUG00000007243	100217676	ENSTGUG00000007243.2	CHICK38051	NP_001026943	NA	121112513	EFHD1	1:1	1070310	EFHD1
TAEGU29948	XP_030136572	ENSTGUG00000007246	100230133	ENSTGUG00000007246.2	CHICK38059	XP_015132334	NA	424743	GIGYF2	1:1	1074659	GIGYF2
TAEGU29958	XP_002193615	ENSTGUG00000007303	100225341	ENSTGUG00000007303.2	CHICK38076	XP_015132697	NA	101749520	KCNJ13	1:1	1360261	KCNJ13
TAEGU29959	NA	ENSTGUG00000007306	NA	ENSTGUG00000007306.2	CHICK38081	NP_001264410	NA	768774	SNORC	1:1	1313450	SNORC
TAEGU29968	XP_012430983	ENSTGUG00000007310	100227330	ENSTGUG00000007310.2	CHICK38083	NP_001376286	NA	424744	NGEF	1:1	1073722	NGEF
TAEGU29981	XP_030136586	ENSTGUG00000007342	100219581	ENSTGUG00000007342.2	CHICK38104	XP_025009297	NA	424745	INPP5D	1:1	1306629	INPP5D
TAEGU29989	XP_012431022	ENSTGUG00000007390	100221507	ENSTGUG00000007390.2	CHICK38105	XP_004936995	NA	424746	ATG16L2	1:1	1067798	ATG16L1
TAEGU29997	NA	ENSTGUG00000007429	NA	ENSTGUG00000007429.2	CHICK38119	XP_015132693	NA	768877	SAG	1:1	761529	SAG
TAEGU30002	XP_030135833	ENSTGUG00000007464	100218663	ENSTGUG00000007464.2	CHICK38125	XP_004937005	NA	424747	DGKD	1:1	1417562	DGKD
TAEGU30005	XP_002197425	ENSTGUG00000007510	100231143	ENSTGUG00000007510.2	CHICK38133	XP_015132295	NA	395085	PROC	1:1	1081727	PROC
TAEGU30016	XP_030135843	ENSTGUG00000007520	100229158	ENSTGUG00000007520.2	CHICK38142	XP_015132687	NA	424750	IWS1	1:1	1069415	IWS1
TAEGU30018	XP_041574197	ENSTGUG00000007532	100226327	ENSTGUG00000007532.2	CHICK38148	XP_015132672	NA	424751	MYO7B	1:1	869541	MYO7B
TAEGU30011	XP_030135852	ENSTGUG00000007623	100228284	ENSTGUG00000007623.2	CHICK38151	XP_004937010	NA	424752	LIMS2	1:1	1073855	LIMS2
TAEGU30021	XP_012431028	ENSTGUG00000007646	101233454	ENSTGUG00000007646.2	CHICK38160	XP_001231870	NA	769024	GPR17	1:1	352974	GPR17
TAEGU29914	NA	ENSTGUG00000023642	NA	ENSTGUG00000023642.1	CHICK38161	XP_015132680	NA	107051882	SFT2D3	1:1	1419980	SFT2D3
TAEGU29909	XP_041574171	ENSTGUG00000005784	100232035	ENSTGUG00000005784.2	CHICK38165	XP_015132674	NA	424753	WDR33	1:1	1069213	WDR33
TAEGU29902	XP_030136294	ENSTGUG00000005761	100222401	ENSTGUG00000005761.2	CHICK38172	XP_015132669	NA	424755	AMMECR1L	1:1	1411403	AMMECR1L
TAEGU29896	XP_030136288	ENSTGUG00000005735	100218660	ENSTGUG00000005735.2	CHICK38179	XP_015132353	NA	424756	SAP130	1:1	1072716	SAP130
TAEGU29858	NA	ENSTGUG00000005668	NA	ENSTGUG00000005668.2	CHICK38181	XP_004937020	NA	424757	UGGT1	1:1	1020027	UGGT1
TAEGU29855	XP_030136569	ENSTGUG00000005665	100224452	ENSTGUG00000005665.2	CHICK38187	NP_989813	NA	395141	HS6ST1	1:1	1396871	HS6ST1
TAEGU29853	NP_001232249; XP_002190637	ENSTGUG00000022667	100190018	ENSTGUG00000022667.1	CHICK38188	NP_001026473	NA	424758	PLEKHB2	1:1	1381547	PLEKHB2
TAEGU29850	XP_030136029	ENSTGUG00000023304	100227337	ENSTGUG00000023304.1	CHICK38193	XP_040535164	NA	424759	FAM168B	1:1	1064993	FAM168B
TAEGU29836	NA	ENSTGUG00000019407	NA	ENSTGUG00000019407.1	CHICK38199	XP_004937030	NA	100859787	AMER3	1:1	1057764	AMER3
TAEGU29834	XP_002190050	ENSTGUG00000005570	100230144	ENSTGUG00000005570.2	CHICK38202	NP_001026474	NA	424762	KLHL6	1:1	1079465	KLHL6
TAEGU29833	XP_012430913	ENSTGUG00000005561	100217688	ENSTGUG00000005561.2	CHICK38203	NP_001376253	NA	424763	KLHL24	1:1	1074054	KLHL24
TAEGU29822	XP_030136768	ENSTGUG00000005529	100220576	ENSTGUG00000005529.2	CHICK38208	XP_015132658	NA	424764	YEATS2	1:1	1389679	YEATS2
TAEGU29820	XP_030135966	ENSTGUG00000025664	101233513	ENSTGUG00000025664.1	CHICK38215	XP_015132655	NA	424766	MAP6D1	1:1	NA	MAP6D1
TAEGU29813	XP_012430905	ENSTGUG00000005500	105759496	ENSTGUG00000005500.2	CHICK38218	NP_001258456	NA	430912	DUSP28	1:1	1337796	DUSP28
TAEGU30559	XP_030136604	ENSTGUG00000005481	100225353	ENSTGUG00000005481.2	CHICK38221	NP_001291989	NA	424770	GPC1	1:1	1413317	GPC1
TAEGU00252	NA	ENSTGUG00000027791	NA	ENSTGUG00000027791.1	CHICK38236	NP_001264644	NA	100857200	IMP4	1:1	1417309	IMP4
TAEGU07363	XP_030143194	ENSTGUG00000022252	115497637	ENSTGUG00000022252.1	CHICK38238	NP_001006546	NA	424880	CCDC61	1:1	1071753	CCDC61
TAEGU29789	XP_030136262	ENSTGUG00000006995	105759501	ENSTGUG00000006995.2	CHICK38239	XP_015132650	NA	429138	VPS8	1:1	1381778	VPS8
TAEGU29787	XP_012430944	ENSTGUG00000028440	100222503	ENSTGUG00000028440.1	CHICK38244	XP_015132652	NA	424878	C3orf70	1:1	1368234	C3orf70
TAEGU30264	XP_004186281	ENSTGUG00000006973	100229171	ENSTGUG00000006973.2	CHICK38247	XP_040535623	NA	424877	EHHADH	1:1	994382	EHHADH
TAEGU30262	XP_030136366	ENSTGUG00000006958	100225400	ENSTGUG00000006958.2	CHICK38248	XP_004937042	NA	424876	MAP3K13	1:1	344460	MAP3K13
TAEGU30261	XP_002193156	ENSTGUG00000006925	100228276	ENSTGUG00000006925.2	CHICK38285	NP_001384189	NA	424874	LIPH	1:1	1074735	LIPH
TAEGU30260	NP_001232060	ENSTGUG00000029227	100190726	ENSTGUG00000029227.1	CHICK38287	NP_001264411	NA	769605	ANAPC13	1:1	1385215	ANAPC13
TAEGU30253	XP_012431033	ENSTGUG00000006904	100231138	ENSTGUG00000006904.2	CHICK38288	NP_001385385	NA	424873	CEP63	1:1	1072328	CEP63
TAEGU30249	XP_030136379	ENSTGUG00000006896	100218651	ENSTGUG00000006896.2	CHICK38292	XP_025009183	NA	769840	KY	1:1	933388	KY
TAEGU30247	XP_030135788	ENSTGUG00000006852	100221497	ENSTGUG00000006852.2	CHICK38293	NP_001383611	NA	396177	EPHB1	1:1	1074118	EPHB1
TAEGU30243	NA	ENSTGUG00000006846	NA	ENSTGUG00000006846.2	CHICK38294	XP_040535325	NA	429136	A4GNT	1:1	797646	A4GNT
TAEGU30238	XP_012430978	ENSTGUG00000006831	100225351	ENSTGUG00000006831.2	CHICK38298	XP_040535069	NA	429135	CLDN18	1:1	362802	CLDN18
TAEGU30235	XP_002196106	ENSTGUG00000006830	100228232	ENSTGUG00000006830.2	CHICK38299	NP_990092	NA	395526	SOX14	1:1	364330	SOX14
TAEGU30234	XP_002193007	ENSTGUG00000006819	100230128	ENSTGUG00000006819.2	CHICK38300	NP_001163998	NA	429134	CRYGS	1:1	368863	CRYGS
TAEGU30232	XP_002196053	ENSTGUG00000006809	100231091	ENSTGUG00000006809.2	CHICK38302	NP_001006545	NA	424869	TBCCD1	1:1	1377882	TBCCD1
TAEGU30228	XP_030136139	ENSTGUG00000006786	100217667	ENSTGUG00000006786.2	CHICK38303	XP_040535730	NA	424868	DNAJB11	1:1	1067533	DNAJB11
TAEGU30225	NA	ENSTGUG00000006775	NA	ENSTGUG00000006775.2	CHICK38306	NP_001382968	NA	769850	PFKL	1:1	1379763	PFKL
TAEGU30222	XP_002195659	ENSTGUG00000021771	100221456	ENSTGUG00000021771.1	CHICK38309	NP_990009	NA	395403	TRA2B	1:1	1068622	TRA2B
TAEGU30211	XP_030135790	ENSTGUG00000006719	100226331	ENSTGUG00000006719.2	CHICK38311	XP_015132625	NA	424865	IGF2BP2	1:1	1068523	IGF2BP2
TAEGU30195	XP_032605914	ENSTGUG00000006684	100219584	ENSTGUG00000006684.2	CHICK38315	XP_015132622	NA	424863	AMOTL2	1:1	1369446	AMOTL2
TAEGU30189	XP_030135867	ENSTGUG00000022381	100222452	ENSTGUG00000022381.1	CHICK38319	XP_040534859	NA	395409	RYK	1:1	1068590	RYK
TAEGU30183	NA	ENSTGUG00000006636	NA	ENSTGUG00000006636.2	CHICK38321	XP_040561488	NA	424862	SLCO2A1	1:1	1349203	SLCO2A1
TAEGU30175	XP_002192726	ENSTGUG00000006576	100231086	ENSTGUG00000006576.2	CHICK38325	NP_990635	NA	396241	TF	1:1	1403451	LTF
TAEGU29929	XP_030135868	ENSTGUG00000005832	100229114	ENSTGUG00000005832.2	CHICK38328	XP_004937052	NA	424860	PAK2	1:1	1071611	PAK2
TAEGU29938	XP_030135800	ENSTGUG00000005871	101234195	ENSTGUG00000005871.2	CHICK38346	XP_040534863	NA	424857	NRROS	1:1	346196	NRROS
TAEGU29939	XP_004176501	ENSTGUG00000027628	101234210	ENSTGUG00000027628.1	CHICK38348	XP_015132617	NA	770111	FBXO45	1:1	1409209	FBXO45
TAEGU29942	XP_041573934	ENSTGUG00000020679	100223407	ENSTGUG00000020679.1	CHICK38349	XP_001232861	NA	770128	WDR53	1:1	984269	WDR53
TAEGU29944	XP_032606031	ENSTGUG00000005879	115496451	ENSTGUG00000005879.2	CHICK38351	XP_004937055	NA	770166	RNF168	1:1	348216	RNF168
TAEGU29952	XP_030135743	ENSTGUG00000005882	100230076	ENSTGUG00000005882.2	CHICK38357	XP_040534871	NA	424856	UBXN7	1:1	1009563	UBXN7
TAEGU29957	XP_030135745	ENSTGUG00000005895	100227267	ENSTGUG00000005895.2	CHICK38362	NP_001264364	NA	424855	TM4SF19	1:1	1337556	TM4SF19
TAEGU29960	XP_002191718	ENSTGUG00000019131	100224381	ENSTGUG00000019131.1	CHICK38364	XP_025009518	NA	429131	NEU4	1:1	901561	NEU4
TAEGU29967	NA	ENSTGUG00000005898	NA	ENSTGUG00000005898.2	CHICK38367	XP_046754363	NA	424854	GAL3ST2	1:1	889725	GAL3ST2
TAEGU29970	XP_030136125	ENSTGUG00000005907	100218606	ENSTGUG00000005907.2	CHICK38368	XP_015132607	NA	424853	D2HGDH	1:1	1321204	D2HGDH
TAEGU29971	XP_030136127	ENSTGUG00000005928	100231088	ENSTGUG00000005928.2	CHICK38369	NP_001026483	NA	424852	ING5	1:1	1068096	ING5
TAEGU29976	XP_030136129	ENSTGUG00000005937	100228224	ENSTGUG00000005937.2	CHICK38370	NP_001265279	NA	770258	DTYMK	1:1	1359079	DTYMK
TAEGU29982	NA	ENSTGUG00000005940	NA	ENSTGUG00000005940.2	CHICK38372	XP_015132333	NA	404750	ATG4B	1:1	1317124	ATG4B
TAEGU29987	XP_012431031	ENSTGUG00000005955	100225347	ENSTGUG00000005955.2	CHICK38378	XP_040534867	NA	429271	THAP4	1:1	1411569	THAP4
TAEGU30168	XP_030136166	ENSTGUG00000006568	100223399	ENSTGUG00000006568.2	CHICK38384	XP_015132595	NA	424851	KLHL30	1:1	1222821	KLHL30
TAEGU30161	XP_002195030	ENSTGUG00000006550	100224389	ENSTGUG00000006550.2	CHICK38387	XP_040534897	NA	424850	ILKAP	1:1	1068483	ILKAP
TAEGU30147	XP_030136140	ENSTGUG00000006326	100229101	ENSTGUG00000006326.2	CHICK38408	XP_040534902	NA	424849	KIF1A	1:1	982118	KIF1A
TAEGU30121	XP_030136163	ENSTGUG00000006313	100232024	ENSTGUG00000006313.2	CHICK38409	XP_003641783	NA	770344	AGXT	1:1	NA	AGXT
TAEGU30119	XP_002192394	ENSTGUG00000006305	100219527	ENSTGUG00000006305.2	CHICK38410	XP_001233703	NA	770366	MAB21L4	1:1	1056265	MAB21L4
TAEGU30105	XP_030135735	ENSTGUG00000006290	100222508	ENSTGUG00000006290.2	CHICK38411	XP_025009274	NA	424846	SNED1	1:1	1365818	SNED1
TAEGU30093	XP_030135739	ENSTGUG00000029144	101233110	ENSTGUG00000029144.1	CHICK38421	XP_015132576	NA	107051861	MTERF4	1:1	NA	MTERF4
TAEGU30087	NA	ENSTGUG00000006279	NA	ENSTGUG00000006279.2	CHICK38424	XP_015132572	NA	424845	PASK	1:1	1074986	PASK
TAEGU30081	NP_001232178; XP_002192285	ENSTGUG00000006266	100190248	ENSTGUG00000006266.2	CHICK38427	NP_001264357	NA	424844	PPP1R7	1:1	1067531	PPP1R7
TAEGU30067	NA	ENSTGUG00000006189	NA	ENSTGUG00000006189.2	CHICK38436	NP_990427	NA	395984	HDLBP	1:1	1067402	HDLBP
TAEGU30058	XP_030136315	ENSTGUG00000006160	100230082	ENSTGUG00000006160.2	CHICK38441	XP_040534959	NA	424843	SEPTIN2	1:1	869772	SEPTIN2
TAEGU30047	XP_030136437	ENSTGUG00000006134	100221501	ENSTGUG00000006134.2	CHICK38445	XP_004937075	NA	424842	FARP2	1:1	1075470	FARP2
TAEGU30033	XP_002193965	ENSTGUG00000006107	100217622	ENSTGUG00000006107.2	CHICK38455	NP_001383018	NA	378801	STK25	1:1	1070383	STK25
TAEGU30023	XP_002193945	ENSTGUG00000006098	100220512	ENSTGUG00000006098.2	CHICK38457	NP_990037	NA	395445	BOK	1:1	1360724	BOK
TAEGU30019	XP_030136760	ENSTGUG00000006059	100224450	ENSTGUG00000006059.2	CHICK38469	NP_001384719	NA	395749	ETV5	1:1	1347157	ETV5
TAEGU30015	XP_032605834	ENSTGUG00000006053	100227325	ENSTGUG00000006053.2	CHICK38472	XP_040534978	NA	424839	DGKG	1:1	1316879	DGKG
TAEGU30003	XP_002191974	ENSTGUG00000006025	100229164	ENSTGUG00000006025.2	CHICK38477	XP_040534995	NA	424836	TSPEAR	1:1	NA	TSPEAR
TAEGU29994	NA	ENSTGUG00000005963	NA	ENSTGUG00000005963.2	CHICK38482	XP_040534987	NA	424835	TRPM2	1:1	1070006	TRPM2
TAEGU30555	NA	ENSTGUG00000020663	100217624	ENSTGUG00000020663.1	CHICK38489	NP_996874	NA	404536	ADIPOQ	1:1	1076328	ADIPOQ
TAEGU30554	NA	ENSTGUG00000005456	NA	ENSTGUG00000005456.2	CHICK38490	NP_001382995	NA	396169	ST6GAL1	1:1	1346043	ST6GAL1
TAEGU30549	XP_030136357	ENSTGUG00000025679	100219538	ENSTGUG00000025679.1	CHICK38496	XP_046754524	NA	124417087	GPR55	1:1	1329473	GPR55
TAEGU30545	XP_004174353	ENSTGUG00000005426	100225305	ENSTGUG00000005426.2	CHICK38505	NP_001264347	NA	424831	ITM2C	1:1	1351807	ITM2C
TAEGU30543	XP_030135730	ENSTGUG00000005413	100229179	ENSTGUG00000005413.2	CHICK38510	XP_003641786	NA	424830	CAB39	1:1	771027	CAB39
TAEGU30540	XP_030136613	ENSTGUG00000005357	100221513	ENSTGUG00000005357.2	CHICK38523	XP_015132281	NA	374116	PER2	1:1	1403626	PER2
TAEGU30534	NA	ENSTGUG00000005286	NA	ENSTGUG00000005286.2	CHICK38543	NP_001026482	NA	424826	PIK3CB	1:1	1371119	PIK3CB
TAEGU30533	XP_002187454	ENSTGUG00000005285	100222465	ENSTGUG00000005285.2	CHICK38557	NP_001012630	NA	503512	FOXL2	1:1	1313696	FOXL2
TAEGU30526	XP_030136654	ENSTGUG00000005180	100231096	ENSTGUG00000005180.2	CHICK38561	XP_040535010	NA	424823	COPB2	1:1	1067504	COPB2
TAEGU30524	XP_004174351	ENSTGUG00000005160	100221460	ENSTGUG00000005160.2	CHICK38562	NP_001264346	NA	424822	RBP2	1:1	1016474	RBP2
TAEGU30523	XP_002187251	ENSTGUG00000005153	100228240	ENSTGUG00000005153.2	CHICK38563	NP_001264345	NA	424821	RBP1	1:1	1016466	NMNAT3
TAEGU30519	XP_030135944	ENSTGUG00000005091	100222407	ENSTGUG00000005091.2	CHICK38574	XP_015132535	NA	424819	CLSTN2	1:1	1353983	CLSTN2
TAEGU30050	XP_002197647	ENSTGUG00000007651	100222397	ENSTGUG00000007651.2	CHICK38584	NP_001007961	NA	424817	SLC25A36	1:1	934196	SLC25A36
TAEGU30051	XP_030135961	ENSTGUG00000007659	100230123	ENSTGUG00000007659.2	CHICK38600	XP_015132522	NA	424815	PXYLP1	1:1	NA	PXYLP1
TAEGU30055	XP_030136653	ENSTGUG00000007665	100218649	ENSTGUG00000007665.2	CHICK38603	XP_040561395	NA	395559	EPHA4	1:1	1076331	EPHA4
TAEGU30371	XP_030136307	ENSTGUG00000007761	100222498	ENSTGUG00000007761.2	CHICK38612	NP_989600	NA	374127	PAX3	1:1	978815	PAX3
TAEGU30372	XP_030136236	ENSTGUG00000007779	100226252	ENSTGUG00000007779.2	CHICK38622	XP_040535045	NA	424813	SGPP2	1:1	807630	SGPP2
TAEGU30373	XP_030136208	ENSTGUG00000007788	100223390	ENSTGUG00000007788.2	CHICK38624	NP_001006543	NA	424812	FARSB	1:1	1362709	FARSB
TAEGU30375	XP_030136210	ENSTGUG00000007842	100220494	ENSTGUG00000007842.2	CHICK38626	XP_015132520	NA	424811	MOGAT1	1:1	1364828	MOGAT1
TAEGU30377	XP_030136205	ENSTGUG00000007845	100227254	ENSTGUG00000007845.2	CHICK38627	XP_015132518	NA	424810	ACSL3	1:1	1067462	ACSL3
TAEGU30378	XP_004176489	ENSTGUG00000023353	100224369	ENSTGUG00000023353.1	CHICK38629	XP_025009420	NA	771271	KCNE4	1:1	1404593	KCNE4
TAEGU30379	XP_012431032	ENSTGUG00000007900	100219534	ENSTGUG00000007900.2	CHICK38630	XP_040535210	NA	101750767	SCG2	1:1	1417061	SCG2
TAEGU30382	NA	ENSTGUG00000007904	NA	ENSTGUG00000007904.2	CHICK38633	XP_015132389	NA	424807	AP1S3	1:1	1423809	AP1S3
TAEGU30385	XP_002198048	ENSTGUG00000007912	100232031	ENSTGUG00000007912.2	CHICK38634	NP_001026481	NA	424806	WDFY1	1:1	1398465	WDFY1
TAEGU30390	XP_030136565	ENSTGUG00000007943	100229111	ENSTGUG00000007943.2	CHICK38641	NP_001077389	NA	424805	SERPINE2	1:1	1394629	SERPINE2
TAEGU30391	XP_004186190	ENSTGUG00000029286	100218594	ENSTGUG00000029286.1	CHICK38646	XP_040535219	NA	771342	FAM124B	1:1	1409714	FAM124B
